,alpha,batch_size,buffer_size,epsilon,epsilon_decay,gamma,learning_rate_decay,min_epsilon,final_wins,final_losses,final_draws,final_splits,final_blackjacks,final_busts,final_total_reward,final_win_rate,final_avg_reward,final_split_rate,final_blackjack_rate,final_bust_rate,final_reward_variance
0,0.001,64,50000,0.05,0.99995,0.97,0.9999,0.01,881,959,160,61,106,219,-6.0,48.05,-0.003,3.05,5.3,10.95,1.060491
